player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_2_stats_standard,position_stats_standard,standard_gls_stats_shooting,standard_sh_stats_shooting,standard_sot_stats_shooting,standard_sot%_stats_shooting,standard_sh_90_stats_shooting,standard_sot_90_stats_shooting,total_cmp_stats_passing,total_att_stats_passing,total_cmp%_stats_passing,short_cmp_stats_passing,short_att_stats_passing,short_cmp%_stats_passing,medium_cmp_stats_passing,medium_att_stats_passing,medium_cmp%_stats_passing,long_cmp_stats_passing,long_att_stats_passing,long_cmp%_stats_passing,ast_stats_passing,1_3_stats_passing,ppa_stats_passing,prgp_stats_passing,pass_types_tb_stats_passing_types,pass_types_sw_stats_passing_types,pass_types_crs_stats_passing_types,outcomes_cmp_stats_passing_types,outcomes_blocks_stats_passing_types,sca_sca_stats_gca,gca_gca_stats_gca,tackles_tkl_stats_defense,tackles_tklw_stats_defense,tackles_def_3rd_stats_defense,tackles_mid_3rd_stats_defense,tackles_att_3rd_stats_defense,blocks_blocks_stats_defense,blocks_sh_stats_defense,blocks_pass_stats_defense,int_stats_defense,clr_stats_defense,err_stats_defense,touches_touches_stats_possession,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,touches_att_pen_stats_possession,take_ons_att_stats_possession,take_ons_succ_stats_possession,take_ons_succ%_stats_possession,carries_carries_stats_possession,carries_prgc_stats_possession,carries_1_3_stats_possession,carries_cpa_stats_possession,carries_mis_stats_possession,carries_dis_stats_possession,receiving_rec_stats_possession,receiving_prgr_stats_possession,playing_time_90s_stats_playing_time,playing_time_mp_stats_playing_time,playing_time_min_stats_playing_time,performance_off_stats_misc,performance_crs_stats_misc,performance_int_stats_misc,performance_tklw_stats_misc,performance_recov_stats_misc,aerial_duels_won_stats_misc,aerial_duels_lost_stats_misc,aerial_duels_won%_stats_misc
Neto Borges,BRA,Middlesbrough,28,1996,14.5,,Defender,0,10,1,10.0,0.69,0.07,615,748,82.2,342,374,91.4,238,292,81.5,21,44,47.7,1,30,8,29,0,2,31,615,16,15,1,30,20,24,3,3,10,1,9,19,36,0,919,358,288,36,27,11,40.7,445,23,19,5,21,10,549,110,1.0,6,92,3,31,19,20,42,16,22,42.1
Josh Bowler,ENG,Preston,25,1999,3.0,Defender,Forward,0,7,2,28.6,2.34,0.67,77,104,74.0,39,44,88.6,35,48,72.9,2,5,40.0,0,7,9,14,1,1,9,77,1,7,0,8,3,1,4,3,4,1,3,2,1,0,152,59,78,6,16,5,31.3,109,3,4,1,9,6,114,24,0.2,1,16,0,9,2,3,12,0,1,0.0
Sonny Bradley,ENG,Derby County,33,1991,2.0,,Defender,0,1,1,100.0,0.51,0.51,49,56,87.5,8,10,80.0,34,37,91.9,6,7,85.7,0,0,0,2,0,0,0,49,0,0,0,0,0,0,0,0,3,3,0,4,19,0,89,20,6,4,0,0,0,40,0,0,0,3,0,45,0,16.0,17,1441,0,0,4,0,4,1,3,25.0
Tom Bradshaw,WAL,Millwall,32,1992,4.4,,Forward,1,13,2,15.4,2.98,0.46,35,50,70.0,22,29,75.9,8,13,61.5,0,0,0,0,1,1,2,0,0,1,35,0,4,0,4,2,0,2,2,1,0,1,0,4,0,89,36,48,15,4,2,50.0,40,2,2,0,5,3,58,13,0.0,1,4,2,1,0,2,7,8,36,18.2
Robbie Brady,IRL,Preston,32,1992,6.8,Defender,Forward,0,7,2,28.6,1.03,0.30,226,350,64.6,108,126,85.7,83,115,72.2,29,87,33.3,1,32,10,40,0,1,62,226,9,24,2,17,11,4,9,4,12,1,11,12,13,0,421,185,163,10,8,4,50.0,201,9,10,0,9,6,237,25,3.5,13,317,3,62,12,11,37,14,6,70.0
Cameron Brannagan,ENG,Oxford United,28,1996,6.3,,Midfielder,1,9,4,44.4,1.43,0.64,210,246,85.4,81,86,94.2,103,111,92.8,20,37,54.1,2,20,3,14,1,5,5,210,1,13,2,18,12,12,6,0,9,3,6,7,7,0,306,156,55,5,2,1,50.0,143,3,1,1,4,1,192,4,7.2,10,649,0,5,7,12,25,0,3,0.0
Rhian Brewster,ENG,Sheffield Utd,24,2000,4.1,Forward,Midfielder,0,7,2,28.6,1.71,0.49,85,107,79.4,33,41,80.5,33,38,86.8,17,21,81.0,1,12,4,15,2,1,7,85,3,15,1,2,0,1,1,0,5,0,5,1,5,0,144,72,56,10,10,4,40.0,79,7,5,2,7,8,107,19,13.9,14,1254,1,7,1,0,15,3,6,33.3
Callum Brittain,ENG,Blackburn,26,1998,10.6,,Defender,0,3,0,0.0,0.28,0.00,423,517,81.8,206,225,91.6,186,219,84.9,30,63,47.6,2,10,15,24,2,3,41,423,7,27,3,18,9,12,4,2,9,2,7,8,54,1,634,253,165,17,12,6,50.0,291,21,10,8,12,7,363,48,16.1,19,1446,0,41,8,9,32,11,4,73.3
Andre Brooks,ENG,Sheffield Utd,21,2003,5.9,Forward,Midfielder,0,14,4,28.6,2.36,0.67,127,157,80.9,75,88,85.2,39,47,83.0,10,15,66.7,2,3,3,4,0,2,7,127,1,15,2,14,7,6,5,3,10,1,9,0,8,0,246,84,133,27,28,12,42.9,154,21,7,13,11,6,166,63,1.6,3,144,0,7,0,7,24,6,10,37.5
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Ciaron Brown,NIR,Oxford United,26,1998,18.0,,Defender,1,5,1,20.0,0.28,0.06,724,933,77.6,233,268,86.9,417,478,87.2,62,153,40.5,2,46,3,47,0,8,5,724,7,9,2,13,9,10,3,0,24,17,7,29,92,0,1134,451,68,8,12,7,58.3,581,13,9,0,10,4,669,8,0,0,0,0,5,29,9,61,57,22,72.2
Dejaune Brown,,Derby County,0,0,2.5,,Forward,1,4,1,25.0,1.61,0.40,16,26,61.5,8,11,72.7,6,11,54.5,0,1,0.0,0,0,0,1,0,0,1,16,0,3,0,3,2,0,2,1,2,1,1,0,4,0,56,24,24,6,4,2,50.0,28,0,1,0,9,5,34,8,2.9,8,261,0,1,0,2,5,6,12,33.3
Jacob Brown,SCO,Luton Town,26,1998,5.3,Midfielder,Forward,3,15,5,33.3,2.83,0.94,64,93,68.8,41,53,77.4,17,22,77.3,3,6,50.0,1,0,4,9,0,0,5,64,4,10,2,5,3,1,2,2,2,2,0,1,9,0,150,48,81,24,13,7,53.8,92,9,4,4,11,8,106,23,2.2,8,194,1,5,1,3,13,13,31,29.5
Alan Browne,IRL,Sunderland,29,1995,6.9,,Midfielder,1,5,3,60.0,0.72,0.43,181,228,79.4,88,103,85.4,65,77,84.4,17,32,53.1,0,13,4,12,1,0,13,181,2,14,1,10,6,9,1,0,9,2,7,5,16,0,317,157,81,8,9,2,22.2,162,9,6,1,17,6,186,22,13.5,18,1211,1,13,5,6,26,7,16,30.4
Josh Brownhill,ENG,Burnley,28,1995,17.1,,Midfielder,6,30,9,30.0,1.75,0.53,605,762,79.4,292,339,86.1,251,290,86.6,37,79,46.8,2,41,15,67,2,3,31,605,12,47,6,24,9,9,9,6,9,0,9,16,26,1,923,444,310,39,16,5,31.3,385,14,9,6,21,14,575,48,17.7,18,1595,2,31,16,9,62,16,23,41.0
Joe Bryan,ENG,Millwall,31,1993,13.8,,Defender,0,11,2,18.2,0.80,0.15,480,667,72.0,227,255,89.0,173,228,75.9,71,155,45.8,1,39,10,50,0,6,79,480,10,51,2,38,23,20,14,4,16,5,11,27,30,1,812,357,230,10,8,3,37.5,247,11,10,3,12,9,317,29,3.9,4,348,0,79,27,23,63,17,10,63.0
Solomon Brynn,ENG,Middlesbrough,24,2000,3.0,,Goalkeeper,0,0,0,0,0.00,0.00,80,93,86.0,32,32,100.0,40,40,100.0,8,19,42.1,0,1,0,0,0,0,0,80,0,0,0,2,2,2,0,0,0,0,0,0,2,0,101,2,0,0,0,0,0,68,0,0,0,0,0,58,0,0,0,0,0,0,0,2,4,0,0,0
John Buckley,ENG,Blackburn,25,1999,1.0,Forward,Midfielder,0,0,0,0,0.00,0.00,97,111,87.4,39,43,90.7,49,54,90.7,8,12,66.7,0,15,1,10,0,0,3,97,1,6,0,2,0,1,1,0,3,1,2,2,5,0,130,91,22,0,2,1,50.0,69,1,3,0,1,1,87,2,14.5,15,1309,0,3,2,0,13,1,1,50.0
Mustapha Bundu,SLE,Plymouth Argyle,27,1997,5.2,Midfielder,Forward,1,6,2,33.3,1.15,0.38,127,171,74.3,76,87,87.4,40,58,69.0,3,9,33.3,2,6,7,15,0,0,8,127,6,12,2,7,4,3,1,3,2,0,2,5,7,0,220,100,80,15,13,2,15.4,125,10,6,4,7,7,150,26,0,0,0,1,8,5,4,25,5,14,26.3
Wouter Burger,NED,Stoke City,23,2001,12.1,,Midfielder,0,6,1,16.7,0.50,0.08,397,506,78.5,180,204,88.2,170,205,82.9,30,64,46.9,0,36,6,51,5,1,6,397,7,16,1,21,17,8,12,1,18,7,11,11,22,0,618,359,85,10,5,2,40.0,292,2,7,2,12,8,387,13,3.0,6,269,0,6,11,17,40,17,18,48.6
Delano Burgzorg,SUR,Middlesbrough,26,1998,7.5,,Forward,2,24,7,29.2,3.20,0.93,115,135,85.2,72,84,85.7,33,35,94.3,3,3,100.0,0,6,5,15,0,0,0,115,3,21,1,9,4,1,5,3,2,0,2,1,1,0,212,60,138,39,18,7,38.9,137,16,9,9,11,9,153,55,2.0,3,176,3,0,1,4,14,3,11,21.4
Reece Burke,ENG,Luton Town,28,1996,7.3,,Defender,0,4,1,25.0,0.55,0.14,174,256,68.0,68,80,85.0,78,102,76.5,24,56,42.9,0,18,5,18,0,1,8,174,6,11,2,18,10,8,7,3,5,3,2,12,32,0,354,120,81,9,8,4,50.0,156,6,4,0,8,1,170,9,4.4,7,393,0,8,12,10,23,16,12,57.1
Finley Burns,ENG,Hull City,21,2003,0.9,,Midfielder,0,0,0,0,0.00,0.00,20,25,80.0,12,14,85.7,8,9,88.9,0,0,0,0,4,0,1,0,0,0,20,2,1,0,0,0,0,0,0,2,2,0,4,0,0,31,14,11,0,0,0,0,9,0,0,0,0,0,12,1,6.8,10,609,0,0,4,0,5,1,1,50.0
Harrison Burrows,ENG,Sheffield Utd,22,2002,15.6,,Defender,2,24,5,20.8,1.54,0.32,587,814,72.1,304,338,89.9,214,277,77.3,60,152,39.5,1,30,10,31,1,1,83,587,24,43,1,38,26,26,12,0,12,2,10,17,33,0,980,369,312,35,13,6,46.2,453,31,24,9,10,11,528,87,6.3,7,565,4,83,17,26,80,16,13,55.2
Mason Burstow,ENG,Hull City,21,2003,2.8,,Forward,1,8,4,50.0,2.88,1.44,67,92,72.8,36,43,83.7,22,28,78.6,7,10,70.0,0,7,4,9,0,3,9,67,3,11,0,3,1,2,1,0,4,0,4,1,5,0,135,57,59,13,7,2,28.6,83,6,6,1,11,3,96,14,4.1,13,368,0,9,1,1,6,7,7,50.0
Sam Byram,ENG,Leeds United,31,1993,5.1,,Defender,1,6,1,16.7,1.18,0.20,318,395,80.5,181,204,88.7,115,144,79.9,8,23,34.8,1,23,5,35,0,0,9,318,9,16,3,13,10,9,3,1,9,0,9,5,10,0,448,189,170,15,4,2,50.0,195,8,8,2,5,1,261,40,10.6,13,956,3,9,5,10,22,11,10,52.4
Ben Cabango,WAL,Swansea City,24,2000,19.0,,Defender,1,5,1,20.0,0.26,0.05,1264,1438,87.9,488,522,93.5,684,722,94.7,87,177,49.2,1,83,3,101,0,5,2,1264,9,20,1,38,24,26,10,2,18,11,7,13,109,1,1661,652,46,13,5,4,80.0,1000,15,11,0,12,2,1136,6,0,0,0,0,2,13,24,93,40,29,58.0
Tyrese Campbell,ENG,Sheffield Utd,24,1999,6.6,,Forward,6,19,12,63.2,2.86,1.81,76,101,75.2,48,59,81.4,23,25,92.0,1,6,16.7,1,0,3,7,0,2,6,76,4,13,3,2,0,0,1,1,7,3,4,0,4,0,169,50,108,41,10,2,20.0,101,15,10,8,16,3,129,42,5.9,13,535,1,6,0,0,7,4,14,22.2
Thomas Cannon,IRL,Stoke City,21,2002,13.8,,Forward,7,38,16,42.1,2.76,1.16,113,182,62.1,64,97,66.0,37,60,61.7,5,5,100.0,1,6,2,10,0,0,6,113,8,23,3,11,6,1,2,8,8,2,6,2,16,0,303,131,139,48,10,1,10.0,125,12,4,7,14,7,188,53,0,0,0,8,6,2,6,19,36,64,36.0
Todd Cantwell,ENG,Blackburn,26,1998,10.6,Forward,Midfielder,1,18,5,27.8,1.70,0.47,387,502,77.1,200,230,87.0,127,169,75.1,47,73,64.4,3,33,16,58,4,2,47,387,8,45,5,19,15,10,7,2,7,1,6,6,5,0,617,302,234,24,26,14,53.8,350,30,26,9,31,21,448,52,18.0,18,1620,3,47,6,15,57,1,3,25.0
Hayden Carter,ENG,Blackburn,24,1999,10.4,,Defender,0,3,1,33.3,0.29,0.10,447,557,80.3,173,200,86.5,221,254,87.0,43,82,52.4,1,16,4,23,0,7,9,447,6,9,2,15,9,10,4,1,13,8,5,11,36,0,653,257,91,7,12,7,58.3,339,7,3,1,8,3,400,23,2.5,8,223,0,9,11,9,41,27,12,69.2
Eiran Cashin,IRL,Derby County,23,2001,16.2,,Defender,0,11,4,36.4,0.68,0.25,691,876,78.9,177,203,87.2,376,426,88.3,134,225,59.6,0,41,4,42,1,17,5,691,11,13,1,37,25,18,16,3,21,10,11,35,69,0,1081,409,55,22,10,7,70.0,531,6,6,0,12,4,618,7,5.3,12,477,1,5,35,25,95,55,24,69.6
Žan Celar,SVN,QPR,25,1999,10.5,,Forward,2,26,8,30.8,2.48,0.76,88,124,71.0,51,73,69.9,30,35,85.7,4,7,57.1,0,3,2,8,0,0,3,88,2,18,0,4,2,1,2,1,2,1,1,0,10,0,210,98,94,36,5,2,40.0,105,5,6,3,24,10,127,36,6.9,12,622,12,3,0,2,20,19,31,38.0
Ilias Chair,MAR,QPR,27,1997,4.2,Forward,Midfielder,0,11,5,45.5,2.61,1.18,141,207,68.1,64,73,87.7,57,82,69.5,19,46,41.3,0,12,7,20,0,1,46,141,2,23,0,2,2,1,0,1,2,0,2,2,0,0,245,97,130,12,12,8,66.7,164,18,15,6,5,11,165,22,17.1,18,1542,1,46,2,2,19,1,4,20.0
Giorgi Chakvetadze,GEO,Watford,25,1999,17.3,Forward,Midfielder,1,36,11,30.6,2.09,0.64,529,702,75.4,262,289,90.7,189,234,80.8,58,123,47.2,4,65,20,97,8,9,89,529,17,89,9,16,14,2,10,4,8,1,7,5,4,0,875,383,451,59,66,33,50.0,512,97,77,30,35,35,599,95,13.8,16,1238,2,89,5,14,66,7,11,38.9
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Nathaniel Chalobah,ENG,Sheffield Weds,29,1994,0.4,Midfielder,Forward,0,0,0,0,0.00,0.00,27,35,77.1,11,14,78.6,12,15,80.0,4,4,100.0,0,0,0,3,0,0,0,27,2,0,0,1,1,1,0,0,0,0,0,3,2,0,40,31,4,0,0,0,0,20,2,2,0,0,1,17,0,3.0,3,270,0,0,3,1,10,1,1,50.0
Calum Chambers,ENG,Cardiff City,29,1995,15.7,,Defender,0,7,1,14.3,0.44,0.06,740,874,84.7,218,246,88.6,445,478,93.1,71,123,57.7,0,36,1,39,0,3,2,740,9,9,0,18,10,13,4,1,17,13,4,15,70,2,1014,423,37,11,3,3,100.0,586,1,4,0,8,1,679,3,1.0,7,90,0,2,15,10,42,33,17,66.0
Samuel Chambers,ENG,Leeds United,17,2007,0.2,,Forward,0,0,0,0,0.00,0.00,2,2,100.0,1,1,100.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,0,0.0,3,0,0,0,1,0,3,2,5.2,13,471,0,0,0,0,0,0,0,0
Shea Charles,NIR,Sheffield Weds,21,2003,15.2,,Midfielder,1,10,2,20.0,0.66,0.13,508,645,78.8,223,260,85.8,232,277,83.8,34,71,47.9,1,57,13,83,2,3,31,508,10,30,3,51,30,21,26,4,21,8,13,21,17,0,821,448,172,9,25,12,48.0,389,21,23,2,18,14,432,18,12.1,16,1087,0,31,21,30,102,20,15,57.1
Tawanda Chirewa,ZIM,Derby County,21,2003,0.9,,Midfielder,0,1,1,100.0,1.06,1.06,19,25,76.0,10,11,90.9,5,6,83.3,2,4,50.0,0,3,0,6,0,1,0,19,2,3,0,3,3,1,2,0,1,0,1,1,0,0,37,25,9,1,4,2,50.0,19,0,0,0,5,0,24,5,7.5,15,676,0,0,1,3,5,0,0,0
Tahith Chong,NED,Luton Town,25,1999,12.5,Defender,Midfielder,2,14,4,28.6,1.12,0.32,243,321,75.7,114,133,85.7,98,124,79.0,14,25,56.0,0,18,7,24,0,0,32,243,16,22,2,10,9,4,3,3,17,2,15,4,10,1,454,212,195,29,35,18,51.4,266,35,19,11,25,20,282,62,7.3,9,657,1,32,4,9,48,8,12,40.0
Benjamin Chrisene,ENG,Norwich City,20,2004,6.1,,Defender,1,1,1,100.0,0.16,0.16,264,313,84.3,168,182,92.3,91,106,85.8,1,8,12.5,0,12,3,19,0,0,9,264,10,7,1,14,10,9,5,0,6,2,4,4,8,0,375,174,94,5,17,4,23.5,187,13,7,1,8,7,205,23,0.9,4,84,0,9,4,10,32,5,12,29.4
Cyrus Christie,IRL,Swansea City,32,1992,0.7,Forward,Defender,0,0,0,0,0.00,0.00,21,36,58.3,14,18,77.8,7,9,77.8,0,6,0.0,0,1,1,3,0,0,2,21,2,0,0,1,1,1,0,0,0,0,0,0,6,0,44,17,13,0,0,0,0,14,2,1,0,1,0,17,3,15.6,16,1401,0,2,0,1,1,5,2,71.4
Dennis Cirkin,ENG,Sunderland,22,2002,15.1,,Defender,2,19,5,26.3,1.26,0.33,501,663,75.6,257,305,84.3,215,257,83.7,21,61,34.4,1,44,3,48,0,0,16,501,18,29,4,51,28,33,14,4,22,7,15,27,46,0,885,376,203,36,37,14,37.8,403,37,21,4,22,11,460,49,2.8,11,250,0,16,27,28,52,24,26,48.0
Ibrahim Cissoko,NED,Plymouth Argyle,21,2003,7.0,Midfielder,Forward,3,19,8,42.1,2.72,1.14,143,200,71.5,75,94,79.8,57,75,76.0,9,18,50.0,1,16,6,20,0,1,20,143,9,30,2,15,5,12,2,1,7,0,7,4,4,0,309,124,132,41,46,22,47.8,211,37,11,19,17,13,213,72,5.1,14,459,0,20,4,5,34,1,10,9.1
Jordan Clark,ENG,Luton Town,31,1993,16.0,,Midfielder,3,17,9,52.9,1.06,0.56,361,480,75.2,164,185,88.6,140,170,82.4,39,87,44.8,1,41,10,49,3,7,32,361,10,34,1,29,21,13,11,5,19,8,11,13,17,0,644,320,197,37,33,17,51.5,338,24,15,6,23,14,369,51,19.0,19,1710,1,32,13,21,67,9,18,33.3
Jack Clarke,ENG,Sunderland,24,2000,2.0,,Forward,1,2,1,50.0,1.01,0.50,52,68,76.5,19,25,76.0,25,30,83.3,8,9,88.9,1,1,1,3,0,0,7,52,0,10,2,2,1,2,0,0,2,0,2,0,2,0,86,39,38,7,8,7,87.5,51,6,2,2,4,4,61,13,0,0,0,2,7,0,1,9,1,1,50.0
Matthew Clarke,ENG,Middlesbrough,28,1996,11.0,,Defender,2,7,2,28.6,0.64,0.18,651,745,87.4,246,261,94.3,336,357,94.1,58,109,53.2,0,43,1,42,0,14,4,651,2,5,0,23,16,12,11,0,12,6,6,16,61,1,881,391,68,16,1,0,0.0,505,8,20,0,8,2,593,3,6.6,14,597,0,4,16,16,52,26,14,65.0
Jake Clarke-Salter,ENG,QPR,27,1997,7.0,,Defender,0,2,1,50.0,0.29,0.14,303,361,83.9,80,87,92.0,186,207,89.9,37,60,61.7,0,22,5,21,1,0,2,303,3,9,2,12,6,6,6,0,8,5,3,3,32,0,425,182,10,4,0,0,0,236,1,0,0,4,0,263,0,0,0,0,0,2,3,6,18,14,11,56.0
Josh Coburn,ENG,Middlesbrough,22,2002,0.1,,Midfielder,0,0,0,0,0.00,0.00,1,1,100.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,1,0,0,0,1,0,0,0,0,0,1,1,13.8,15,1239,0,0,0,0,0,0,2,0.0
Josh Coburn,ENG,Millwall,22,2002,3.9,Midfielder,Forward,2,9,5,55.6,2.33,1.30,25,48,52.1,18,28,64.3,2,8,25.0,2,2,100.0,0,0,0,1,0,0,2,25,4,3,2,5,5,0,4,1,1,0,1,1,3,0,92,37,53,13,6,3,50.0,45,2,4,1,8,3,59,13,10.6,14,951,4,2,1,5,8,15,27,35.7
Jack Colback,ENG,QPR,35,1989,3.0,,Midfielder,0,1,0,0.0,0.33,0.00,92,104,88.5,41,44,93.2,38,41,92.7,7,12,58.3,0,5,0,3,0,1,0,92,0,1,0,2,0,1,1,0,5,1,4,2,2,0,125,71,19,0,3,2,66.7,72,0,0,0,0,2,82,1,10.4,11,932,0,0,2,0,6,1,3,25.0
Devante Cole,ENG,West Brom,29,1995,0.7,,Forward,0,1,1,100.0,1.48,1.48,8,13,61.5,4,4,100.0,2,5,40.0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,2,1,1,1,0,2,1,1,1,2,0,29,9,14,3,1,1,100.0,15,1,1,0,5,0,19,5,0,0,0,1,0,1,1,2,6,9,40.0
Bradley Collins,ENG,Coventry City,27,1997,5.0,,Goalkeeper,0,0,0,0,0.00,0.00,114,144,79.2,32,32,100.0,57,58,98.3,23,52,44.2,0,1,0,0,0,0,0,114,0,2,0,1,1,1,0,0,0,0,0,0,3,0,152,1,0,0,0,0,0,85,0,0,0,0,0,85,0,16.2,17,1459,0,0,0,1,4,1,0,100.0
James Collins,IRL,Derby County,34,1990,2.1,Midfielder,Forward,0,1,0,0.0,0.48,0.00,35,54,64.8,20,30,66.7,15,19,78.9,0,1,0.0,0,3,1,7,0,0,1,35,4,2,0,1,1,0,0,1,4,1,3,2,5,0,83,41,31,6,3,0,0.0,35,1,1,0,6,0,50,11,10.5,19,944,1,1,2,1,8,7,16,30.4
Jamilu Collins,NGA,Cardiff City,30,1994,1.8,,Defender,0,0,0,0,0.00,0.00,52,80,65.0,27,35,77.1,14,18,77.8,10,20,50.0,0,3,1,4,0,1,4,52,5,1,0,5,3,3,1,1,1,0,1,2,13,0,105,46,14,0,0,0,0,46,0,1,0,1,1,49,6,4.2,7,380,1,4,2,3,6,1,1,50.0
Rubin Colwill,WAL,Cardiff City,22,2002,14.6,Forward,Midfielder,1,38,18,47.4,2.61,1.24,406,508,79.9,209,235,88.9,141,174,81.0,39,59,66.1,4,43,16,66,2,2,35,406,18,67,5,25,17,7,12,6,19,3,16,4,7,0,727,342,317,54,69,31,44.9,458,49,22,14,39,31,513,81,17.3,18,1553,3,35,4,17,72,9,10,47.4
Aaron Connolly,IRL,Sunderland,24,2000,2.4,Midfielder,Forward,1,3,3,100.0,1.23,1.23,10,17,58.8,5,8,62.5,5,6,83.3,0,0,0,0,1,0,1,0,0,0,10,0,1,1,2,1,0,1,1,0,0,0,0,2,0,38,19,16,5,4,2,50.0,30,0,0,2,4,5,28,9,0.4,2,40,1,0,0,1,4,2,11,15.4
Tommy Conway,SCO,Middlesbrough,22,2002,10.1,Midfielder,Forward,8,22,12,54.5,2.17,1.18,178,210,84.8,101,114,88.6,58,68,85.3,14,14,100.0,0,12,7,26,0,0,9,178,7,24,0,6,4,2,2,2,6,0,6,1,4,0,291,85,195,57,22,7,31.8,187,24,12,13,9,12,221,86,15.7,16,1416,6,9,1,4,12,2,8,20.0
Steve Cook,ENG,QPR,33,1991,19.0,,Defender,0,10,3,30.0,0.53,0.16,766,972,78.8,192,219,87.7,435,487,89.3,134,251,53.4,0,50,5,45,1,9,12,766,9,22,0,14,11,13,0,1,25,19,6,17,112,0,1167,417,59,20,1,1,100.0,602,7,5,0,6,1,702,5,0.2,1,17,0,12,17,11,36,42,22,65.6
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Jake Cooper,ENG,Millwall,29,1995,14.5,,Defender,2,20,7,35.0,1.38,0.48,324,464,69.8,78,111,70.3,193,227,85.0,53,116,45.7,1,14,1,16,1,4,0,324,2,14,3,8,5,5,2,1,10,8,2,5,74,2,610,212,64,44,5,1,20.0,261,3,1,1,11,0,352,7,0,0,0,4,0,5,5,34,75,27,73.5
Michael Cooper,ENG,Sheffield Utd,25,1999,17.0,,Goalkeeper,0,0,0,0,0.00,0.00,495,651,76.0,47,47,100.0,288,289,99.7,160,310,51.6,0,11,1,0,0,2,0,495,0,1,0,0,0,0,0,0,0,0,0,0,10,1,683,7,0,0,0,0,0,413,0,0,0,0,0,373,0,15.2,16,1368,0,0,0,0,16,4,0,100.0
Oliver Cooper,WAL,Swansea City,24,1999,8.2,Forward,Midfielder,1,5,1,20.0,0.61,0.12,184,225,81.8,112,128,87.5,59,70,84.3,7,12,58.3,1,18,12,28,1,1,10,184,7,18,2,15,10,2,10,3,10,1,9,5,4,0,291,137,125,14,10,3,30.0,198,22,24,5,6,8,212,41,0,0,0,0,10,5,10,26,1,1,50.0
José Cordoba,PAN,Norwich City,23,2001,9.7,,Defender,0,5,1,20.0,0.52,0.10,815,898,90.8,372,386,96.4,391,410,95.4,46,88,52.3,0,31,3,28,0,2,2,815,5,8,0,11,6,8,2,1,10,6,4,12,35,0,990,420,23,6,2,2,100.0,650,3,2,0,5,6,764,2,0,0,0,0,2,12,6,57,14,16,46.7
David Cornell,WAL,Preston,33,1991,1.0,,Goalkeeper,0,0,0,0,0.00,0.00,23,30,76.7,6,6,100.0,9,9,100.0,8,15,53.3,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Lewie Coyle,ENG,Hull City,29,1995,19.0,,Defender,1,19,3,15.8,1.00,0.16,1155,1437,80.4,478,529,90.4,555,672,82.6,103,194,53.1,1,94,26,111,1,8,89,1155,17,41,3,41,29,31,8,2,19,10,9,15,58,1,1643,743,352,23,26,13,50.0,962,56,44,5,19,10,1052,53,0.9,2,85,1,89,15,29,99,23,24,48.9
